copyCreationTime,captureTime,touchTime,id_global,grayscale,aperture,flashFired,focalLength,isoSpeedRating,shutterSpeed,Temperature,Tint,currTemp,currTint
-63113817600,2022-02-21T16:01:03.46,741426606.4,2AFC1B95-5C46-4A42-9BEB-5A3D18503ECC,0,1.695994,0,85.0,200,6.643856,3850,18,4268,14
-63113817600,2023-05-07T15:19:17.15,741426614.3,080F58AC-1F18-40F1-A0B6-64D9B522076C,0,2.970854,0,300.0,320,10.643856,5632,19,4848,11
-63113817600,2023-09-02T11:07:40.771,741426607.6,317D8000-FDF7-4789-AC9B-D1C77FBCA150,0,2.970854,0,35.0,100,7.965784,6850,18,7058,23
-63113817600,2023-01-15T00:26:38.76,741426606.8,4753EC16-4714-40EF-B887-FA978FB59F47,0,2.275007,1,35.0,2500,6.643856,6885,13,4978,11
-63113817600,2022-06-11T12:00:51.28,741426606.5,36672839-5C1E-457C-A415-2FF2EF0BF387,0,4.33985,0,63.0,100,8.321928,5958,13,5702,16
-63113817600,2023-12-16T19:17:11.24,741426607.9,0359D45D-A48C-41B9-ACFE-997B1A3F84B3,0,2.970854,1,35.0,1000,7.965784,4206,7,7597,1
-63113817600,2022-06-12T23:58:41.42,741426606.5,3A771069-BE5E-47BB-8655-30AC8DA4EDC1,0,2.970854,1,14.0,1600,6.321928,4050,15,5045,12
-63113817600,2023-09-16T14:24:14.21,741426607.6,36383DA5-5496-425A-9047-EEA43460F58C,0,4.643856,0,50.0,100,7.643856,5000,25,4679,18
-63113817600,2023-06-09T22:50:53.24,741426607.2,4A35A8D7-00BC-42ED-817F-8C57FEDFFFE5,0,3.61471,1,50.0,1000,7.321928,5430,14,6256,6
-63113817600,2022-06-18T19:26:36,741426606.5,107A334D-0540-47A0-8C7F-F09A10FC6149,0,5.310704,0,25.0,1250,7.643856,5000,9,5379,11
-63113817600,2022-05-07T21:16:16.49,741426606.4,0A824EA4-D7C0-483C-9897-BAA997F8D718,0,2.0,1,35.0,500,5.906891,5000,-5,5518,7
-63113817600,2023-05-01T18:18:26.79,741426607.0,1F856F9B-A5E8-43B9-80E0-DEA5C9EBD550,0,4.970854,0,400.0,220,10.643856,6024,16,5179,12
-63113817600,2023-12-07T11:46:48.11,741426607.9,0C646150-E032-4E32-A6B6-83825F163260,0,6.0,0,50.0,250,6.965784,4550,-5,4956,-6
-63113817600,2023-06-09T23:21:10.36,741426607.2,04887934-0340-4A27-ACAC-241A03548582,0,4.0,1,21.0,2000,6.965784,4830,9,6256,6
-63113817600,2022-05-24T01:46:38.601,741426606.4,395D7BAF-D7C2-4BB9-8142-5502E14B4179,0,4.33985,0,48.0,320,9.643856,5000,11,5184,7
-63113817600,2023-04-30T13:31:08.05,741426606.9,57FEB93F-402E-4B50-95CB-8D05AD25E3FF,0,2.0,0,85.0,500,7.965784,3800,-18,3961,-13
-63113817600,2022-06-11T07:31:39.35,741426606.5,27A460F7-BC02-4B63-8C4F-AC21649D9434,0,0.526069,0,50.0,100,9.321928,6382,19,5516,11
-63113817600,2023-09-21T13:23:20,741426607.7,029B4D03-C162-4DB8-A086-3E7DAE8AE158,0,2.970854,0,35.0,200,7.965784,5419,11,5256,11
-63113817600,2022-06-12T19:44:29.35,741426606.5,233F219F-9A3D-47DD-A137-0F450F99EBDD,0,2.970854,1,45.0,2500,7.643856,3750,11,4665,15
-63113817600,2023-09-21T18:18:12,741426607.7,5B8F602D-2500-44BD-B265-14E051B0A08B,0,4.0,0,35.0,200,7.965784,4350,8,5256,11
-63113817600,2022-03-19T17:23:20.71,741426606.4,4B70D837-39BC-49E7-B998-E52E866F6A5C,0,2.0,0,58.0,1600,9.965784,4750,19,4573,31
-63113817600,2024-01-06T14:03:40.86,741426608.0,23EDFD90-5E0E-43C9-B199-381C61FAE4C6,0,2.970854,1,70.0,3200,6.965784,3750,2,4826,5
-63113817600,2023-10-21T15:35:51,741426607.8,3E2F097A-7977-4F52-AC93-88DE1F0B37CD,0,2.970854,0,37.0,160,8.643856,5519,7,6326,5
-63113817600,2023-09-16T19:49:08.29,741426607.7,55CF0983-3DC1-4959-AFF2-701126CEC3FB,0,4.0,1,24.0,1000,7.321928,5600,19,4677,18
-63113817600,2023-12-16T14:22:43,741426607.9,36D992BA-FEF5-4FD9-A028-35C1A2DEFA80,0,2.970854,0,30.0,800,7.643856,4250,-5,4393,-12
-63113817600,2023-11-12T17:32:49.00,741426607.9,358DD523-587E-4E6D-8C09-5839FE8E7B96,0,2.970854,0,24.0,1000,7.965784,7945,10,7309,13
-63113817600,2023-10-14T22:05:49.33,741426607.8,3214B7CA-B349-44D9-BCA2-9790703E6A6E,0,4.970854,1,24.0,125,7.643856,5650,4,6415,12
-63113817600,2023-12-17T17:09:40.77,741426608.0,0ADFE6ED-EB72-4902-A3B2-B0D9B33887C0,0,3.356144,0,35.0,160,7.643856,4832,16,7597,1
-63113817600,2023-02-24T20:55:05.69,741426614.3,3E8350E0-6974-40D8-BF33-4777EEC0D3C9,0,0.970854,0,85.0,1250,10.643856,4350,14,4867,12
-63113817600,2024-01-14T14:10:41.78,741426608.0,173B983A-6E5B-4938-95D5-5E3AB53220C1,0,2.970854,1,119.0,400,7.965784,5150,12,5687,5
-63113817600,2023-12-16T11:39:00,741426607.9,5C31C5D8-FF0A-459C-B111-E39431028768,0,2.970854,0,59.0,640,7.965784,5050,-7,4583,-8
-63113817600,2023-05-26T19:25:20.1,741426607.0,41C1A425-1E1D-416F-AEF4-3D9C31AF9D4D,0,6.33985,0,28.0,100,8.643856,5982,24,5752,11
-63113817600,2023-02-18T15:40:08.43,741426606.9,073DEC3C-CEBD-413C-84E9-9423E3B96163,0,0.970854,0,85.0,160,7.321928,5200,13,5500,10
-63113817600,2023-01-14T17:41:30.05,741426606.8,4A811E84-2662-41C5-B100-F3191EE40922,0,3.356144,1,58.0,320,8.965784,4800,2,4795,13
-63113817600,2023-02-11T16:49:38.05,741426606.8,0D13F342-22D7-49E8-AC34-B20BD44FCD11,0,2.970854,0,85.0,2000,6.965784,3200,5,3561,9
-63113817600,2023-12-09T12:17:46,741426607.9,43373DFC-891B-4CD5-AC37-8EE969993537,0,2.970854,0,33.0,1600,7.643856,4300,-14,4510,-10
-63113817600,2023-07-14T16:38:46.48,741426607.4,081A6BB9-365C-406A-B4E9-926A2084BCF2,0,0.970854,0,85.0,100,9.965784,5250,15,5403,13
-63113817600,2023-09-30T14:51:36,741426607.7,35AFD6D4-3728-4B28-86C8-D6B9F8D2397C,0,2.970854,0,50.0,80,8.965784,6223,1,5504,6
-63113817600,2022-03-18T18:08:20,741426606.4,38A5EA0A-0614-42CE-A8F2-A625EC52BF31,0,4.970854,0,55.0,2500,7.321928,7650,30,6108,23
-63113817600,2024-01-06T11:06:17.35,741426608.0,150E1928-5D2D-4FF0-934B-41F23C4C7200,0,2.0,0,70.0,2500,7.965784,5032,11,4682,16
-63113817600,2024-01-14T14:34:51.87,741426608.0,53B2DBE9-381E-4016-A400-0291CE50F6ED,0,2.0,1,70.0,800,7.965784,4000,14,6317,4
-63113817600,2023-05-26T20:51:11.09,741426607.0,16F5075A-6836-4D89-852F-5A7FF310C758,0,2.970854,0,300.0,2500,10.965784,5682,20,5808,19
-63113817600,2023-06-09T22:29:16.59,741426607.2,3114239D-D9F0-433E-BC4E-4F2D330FCE9E,0,2.970854,1,85.0,1600,6.965784,4500,10,6256,6
-63113817600,2023-12-09T12:27:50,741426607.9,2333C785-6145-418A-8B39-DA161C0C0AB4,0,2.970854,0,70.0,1600,7.643856,4000,-14,3858,-16
-63113817600,2023-01-07T19:16:47.04,741426606.8,3D4E8A8D-E354-4811-B13D-DEBB00C1A4AB,0,5.655638,1,35.0,1600,7.965784,5682,14,4541,13
-63113817600,2023-05-27T18:46:27.40,741426614.3,430F0B7B-DE2D-462E-83CA-EEEE1F637712,0,2.970854,0,70.0,500,9.643856,5000,14,5183,5
-63113817600,2024-01-20T19:06:24.41,741426608.1,158555A6-3126-478C-A528-D1B00A8FD032,0,2.970854,1,35.0,2000,7.643856,5350,17,6942,2
-63113817600,2023-12-10T15:32:47.22,741426607.9,177AD477-8A01-404E-9045-EA8D2A87C2A1,0,2.643856,0,35.0,250,9.965784,5637,6,7597,1
-63113817600,2023-07-01T11:14:58.378,741426607.4,32EDD34E-9381-4ED9-95A7-B9B5CBB1777F,0,2.0,0,35.0,640,9.965784,4550,14,4975,18
-63113817600,2022-05-21T13:27:05,741426606.4,0913D4CA-245C-43FA-9D78-64BBD14E3C89,0,3.356144,0,180.0,100,10.643856,5150,12,5752,11
-63113817600,2023-07-13T19:11:45.69,741426607.4,00265916-1771-4B2C-A2B7-14BC0041940C,0,2.970854,0,300.0,500,11.643856,6100,16,5337,22
-63113817600,2023-10-13T18:29:16,741426607.8,5A28994F-4305-4BFD-9210-EAC81C0592FD,0,2.970854,0,24.0,1250,7.965784,4700,-7,4827,-6
-63113817600,2023-03-28T01:31:39.116,741426606.9,2FEF84A9-2896-4D61-B11F-EAE2DC952B46,0,4.0,0,49.0,200,10.965784,6335,14,5166,7
-63113817600,2023-12-16T15:53:00.00,741426607.9,59004089-1F08-49E7-8B40-1C85B31F8D4F,0,2.970854,1,35.0,500,7.643856,5000,18,7597,1
-63113817600,2022-06-04T13:15:02,741426606.4,1FCD51F0-F783-4905-A22E-C060B98DA48C,0,2.970854,0,103.0,800,7.965784,5050,14,5287,11
-63113817600,2023-09-21T15:09:48,741426607.7,37ADBDED-DA31-4780-9237-C7A114AF1F6D,0,2.643856,0,35.0,1600,7.965784,3950,14,5256,11
-63113817600,2022-11-27T15:35:44.32,741426606.8,27B4FDFA-7453-4BCF-A496-218DA0257A79,0,2.275007,0,85.0,400,6.321928,3050,0,3182,-5
-63113817600,2022-10-23T17:49:15.54,741426606.7,1F841D1E-2C3E-4A1A-A9A8-D19404D11AF5,0,3.61471,1,44.0,1000,7.321928,4900,4,6092,3
-63113817600,2023-08-03T19:09:52.92,741426607.5,3102EE99-6975-4108-B54E-40D66C55BD80,0,2.970854,0,300.0,500,11.965784,5500,16,5023,15
-63113817600,2023-09-30T15:27:09,741426607.7,2B8E26B7-C169-4F27-8C65-88920F86B53F,0,6.0,0,70.0,125,7.965784,6323,3,5816,6
-63113817600,2023-05-28T13:32:10.44,741426614.3,57DBF0FC-73DE-4ADA-9B82-0754AF2E0181,0,2.0,0,24.0,1000,7.643856,3150,9,4044,11
-63113817600,2023-02-24T22:46:03.78,741426606.9,32299D54-2C8E-4DF8-B0E8-35660C5CE224,0,2.970854,1,35.0,160,5.906891,4750,15,5104,9
-63113817600,2022-11-12T01:27:49.372,741426606.7,07F6B94B-682C-4C54-9C40-6AEA028FA0BE,0,4.643856,0,46.0,1250,8.965784,4350,17,4691,8
-63113817600,2022-05-19T16:50:31.915,741426606.4,2E098C81-D7AC-4A28-837B-9068036A9046,0,2.970854,0,33.0,800,10.287712,8600,22,5814,7
-63113817600,2022-06-11T20:17:44,741426606.5,07D80CE3-C327-46A3-B87C-53BE3AE88021,0,3.356144,0,55.0,200,8.321928,5950,12,6183,18
-63113817600,2022-10-23T15:49:24.38,741426606.7,559478A4-CDF1-4FF0-AE9C-DF8F232E8AD0,0,3.356144,0,50.0,1000,8.643856,4250,4,4257,7
-63113817600,2023-09-30T18:36:28,741426607.8,4D7E6E72-89EC-4556-A1A8-8099D12B4B96,0,2.643856,1,35.0,200,7.965784,4950,10,5256,11
-63113817600,2023-12-17T14:24:18.00,741426608.0,2000EEF5-5B8E-455D-A296-BDD4A9ABBC92,0,2.970854,0,35.0,160,7.965784,5350,5,7597,1
-63113817600,2023-08-19T18:04:36.76,741426607.5,5C523E0C-D801-4968-AEA3-06E97CAAA220,0,1.695994,0,85.0,100,10.965784,4470,-2,4649,6
-63113817600,2023-06-17T16:05:27.94,741426607.3,341AAC77-59A0-4662-A731-19C3CAEE818B,0,4.643856,0,160.0,100,8.643856,5250,5,5194,9
-63113817600,2022-06-11T12:48:13.48,741426606.5,089B644D-64E1-473A-AFCF-D4AA077115D6,0,2.970854,0,39.0,100,9.965784,5100,5,5106,7
-63113817600,2024-01-14T15:10:24.50,741426608.0,3937AB4D-DAC3-427D-AD5D-F0CF2BCBFC44,0,2.970854,1,158.0,1600,7.965784,4050,8,6317,4
-63113817600,2022-07-23T13:28:06.22,741426606.6,4280C25F-2310-4D1C-BEFA-594E42D22D94,0,4.33985,1,40.0,500,7.321928,5100,5,5713,4
-63113817600,2022-10-23T16:17:31.91,741426606.7,13A40DF8-CDED-42A7-B617-B01542F24480,0,4.0,0,70.0,1000,8.643856,8050,19,9379,11
-63113817600,2023-11-12T17:40:16.20,741426607.9,1AFB6924-C28C-4762-A88B-DF886E5D8BCC,0,2.970854,1,24.0,1000,7.643856,5350,11,5681,12
-63113817600,2023-09-16T08:33:13.19,741426607.6,0CCAF643-BEA0-47DC-B80F-27FF95BDE627,0,4.970854,1,50.0,250,7.321928,5550,25,6131,21
-63113817600,2023-05-23T18:51:51.31,741426607.0,1DFC82D1-1A23-4DF9-8901-AEC07D004836,0,2.970854,0,300.0,900,11.965784,5632,26,5347,20
-63113817600,2023-02-18T18:07:46.12,741426606.9,59C72097-3458-45EE-998E-3E16D7B46DC1,0,4.643856,1,35.0,320,5.906891,5050,16,5684,13
-63113817600,2023-10-14T18:48:51.00,741426607.8,1893D4A3-BC1F-4795-A091-FFFA3D99C305,0,2.970854,0,24.0,500,11.287712,7095,11,6150,19
-63113817600,2022-10-16T16:12:13.20,741426614.3,4B06996B-03AD-4318-95D9-2C2E99F8131C,0,3.356144,0,38.0,250,10.643856,5408,15,4831,14
-63113817600,2023-06-09T23:47:50.10,741426607.2,563C1785-45A8-46CD-9680-5CF16B044CAB,0,4.0,1,35.0,1600,7.321928,5169,19,6256,6
-63113817600,2022-06-11T08:34:38.18,741426606.5,385A3018-EDE9-4DE8-9F17-5FFEA2DB6DA9,0,0.526069,0,50.0,250,8.321928,3800,-1,4641,7
-63113817600,2024-03-15T13:25:11,741426608.1,1ED191C6-9DF2-4BAF-B06A-ADF5F6DC4D11,0,2.970854,0,28.0,800,8.321928,4100,-6,4464,-7
-63113817600,2023-09-16T17:10:24.53,741426614.4,3AEDA6EC-3971-4223-B86D-6B6F95D08630,0,2.970854,0,50.0,800,7.643856,4932,22,4679,18
-63113817600,2023-02-24T19:46:51.00,741426606.9,3D061B7E-A2DF-4929-A103-CE79BA32DD03,0,4.970854,1,35.0,800,5.906891,5250,16,5513,13
-63113817600,2024-01-20T20:49:16.49,741426608.1,0302E5B2-8094-4C61-8AC5-2A1704FEBE73,0,2.970854,1,35.0,4000,7.643856,3200,0,6942,2
-63113817600,2023-09-02T16:16:58.109,741426607.6,5E7DDDF6-2C2E-4783-BCBB-8D0437A70311,0,2.970854,1,35.0,100,8.321928,4100,14,5984,22
-63113817600,2023-04-27T17:35:29.377,741426606.9,15C1510C-1333-4723-ACCF-AE55DF64ABAA,0,2.970854,0,70.0,1250,9.321928,6324,22,4950,11
-63113817600,2024-01-06T12:44:08.16,741426608.0,0B7FB6A4-6F64-4262-89E0-C521AE4207CE,0,2.970854,1,163.0,2500,6.965784,3700,-2,6317,4
-63113817600,2023-09-16T14:54:42.65,741426607.6,5CB9389F-1E90-41D2-8F78-E7196526B92B,0,4.643856,0,50.0,100,7.965784,4700,16,4679,18
-63113817600,2023-11-12T15:18:59.73,741426614.4,60CD601C-D098-4906-8BC0-CFD45C4B3754,0,3.61471,0,24.0,250,9.965784,5250,16,5144,14
-63113817600,2023-09-30T14:44:17,741426607.7,4D64BB3E-12D3-427C-A725-795F8556331C,0,2.970854,0,35.0,400,8.321928,5050,13,5256,11
-63113817600,2022-04-16T17:13:33.197,741426606.4,0095796C-BE81-4DC8-BC03-B9FB5A1FCEA7,0,4.643856,0,58.0,400,8.321928,4850,-3,5471,11
-63113817600,2022-11-12T21:41:07.57,741426606.8,4E815506-D7A6-493F-9C4C-E3449014BB66,0,2.970854,1,24.0,1000,6.643856,5000,4,5872,5
-63113817600,2022-05-07T17:38:31.71,741426606.4,01D03C04-E7EB-451E-A923-3A4560608BC7,0,4.0,1,33.0,640,4.643856,6450,1,6454,6
-63113817600,2023-10-11T20:55:00.58,741426607.8,35FA1E59-D374-48A0-AD37-A13BDEC6A5F5,0,1.695994,0,85.0,2000,6.965784,2650,2,3354,11
-63113817600,2023-09-16T12:52:39.93,741426607.6,33282A8B-B6D1-43A8-A62B-4AA6EB8F8CC1,0,2.0,1,50.0,400,7.321928,4500,20,4679,18
-63113817600,2022-12-03T03:35:09.296,741426606.8,3F388503-049B-48AF-B7C6-EC12AB7221E2,0,4.33985,0,28.0,1600,8.643856,9678,24,6369,17
-63113817600,2023-12-16T17:48:09.46,741426607.9,01D78607-081C-4549-A345-0AC8A6685662,0,3.356144,1,35.0,1250,7.965784,4583,6,7597,1
-63113817600,2023-09-30T17:03:39,741426607.8,2886FEA1-35A8-4189-B54A-10712FBA00BD,0,2.970854,0,42.0,1250,7.643856,3600,-3,3716,-12
-63113817600,2023-06-19T21:01:19.01,741426607.3,2EABF9EF-4934-4F59-9844-1C2FEB732340,0,2.970854,0,85.0,1600,7.643856,5400,25,5496,6
-63113817600,2023-11-09T16:13:30.00,741426607.9,0939AFBF-1581-438A-896F-E0531DCF95B7,0,5.310704,0,50.0,320,6.965784,5000,-5,4884,-3
-63113817600,2023-09-05T15:32:36.17,741426607.6,38A56F78-63FF-4ED0-8839-FB429C47537C,0,5.655638,0,40.0,400,6.965784,4550,-5,5126,2
-63113817600,2023-10-21T15:52:19,741426607.8,4FC7B294-4456-499B-8B2D-50DD58B0A43B,0,2.970854,0,56.0,100,7.965784,5869,4,6512,3
-63113817600,2022-10-16T16:08:40.99,741426606.7,599BC5B4-CE42-4FBC-9AE4-3EF8C38B0658,0,3.356144,1,40.0,320,7.965784,4858,16,5085,14
-63113817600,2023-05-20T22:44:42.83,741426607.0,4946AEB4-6D7F-4988-AE9A-4B0E14FA4231,0,2.970854,0,24.0,2000,5.906891,49200,-90,6963,-6
-63113817600,2023-02-09T03:50:02.192,741426606.8,18D7913F-8B70-4D65-B1D4-2A30F4B2FEF8,0,3.356144,0,27.0,250,10.287712,9576,16,5060,6
-63113817600,2023-05-28T14:08:45.68,741426607.1,484AA3D7-B01D-4104-B645-ECFB020FC2FE,0,2.643856,0,24.0,200,11.287712,6082,6,5789,7
-63113817600,2023-08-12T19:55:22,741426607.5,15D56D2A-9F60-4813-AE5D-444B719E63FB,0,2.0,1,35.0,400,7.965784,5050,-8,5256,11
-63113817600,2023-09-23T20:18:22.26,741426607.7,3E9902CA-CC8B-4B0C-926B-39CF68D0FF1C,0,1.695994,0,85.0,450,6.965784,2450,-7,3578,7
-63113817600,2023-11-18T21:03:16.72,741426607.9,40A0CA7E-2B3F-4A4A-89BD-A1AA328ADC65,0,0.970854,0,35.0,500,6.643856,2850,9,3164,6
-63113817600,2023-06-19T22:49:38.00,741426607.4,513114F7-79B9-4534-A369-D0776B4FD9B6,0,4.33985,1,35.0,1600,7.643856,5100,10,5496,6
-63113817600,2023-09-30T16:25:35,741426607.8,2FF825F9-56A2-4D79-B4B3-D3F8A7F6D09D,0,4.0,0,48.0,200,8.965784,4833,1,4475,2
-63113817600,2022-07-24T17:36:13.958,741426614.3,110A2E26-80B8-49BA-BDAC-E25BFD797B7E,0,4.0,0,56.0,800,9.321928,6890,22,5371,8
-63113817600,2023-09-02T16:23:21.044,741426607.6,363BB628-8890-4C7E-BF74-D5A4F5A3A2F8,0,4.33985,1,35.0,320,8.321928,4000,14,5719,22
-63113817600,2023-05-28T15:37:33.37,741426607.1,3EF0C473-8CEC-4040-8ECD-CBCD58132EE3,0,4.0,0,131.0,500,12.965784,5132,4,5117,7
-63113817600,2024-01-20T16:13:53.16,741426608.1,3A9F7529-CE28-4101-B383-0EDCE10FC685,0,2.970854,0,35.0,1250,5.906891,3300,8,6942,2
-63113817600,2023-07-14T20:58:56.07,741426607.4,4BF8F3F3-43ED-4AC0-96B9-B0E4FAC91EE8,0,0.970854,1,85.0,320,6.321928,4700,10,5371,10
-63113817600,2023-01-14T17:37:41.85,741426606.8,5906D88F-B450-42B0-9750-A0355F4CD124,0,3.356144,1,24.0,400,10.287712,5100,3,4795,13
-63113817600,2023-02-18T15:16:39.66,741426606.9,28DB3F55-2FB2-4265-AA5C-622315733E92,0,4.643856,1,35.0,400,5.906891,5407,13,5529,13
-63113817600,2022-03-19T16:59:54.59,741426606.4,38BF46C5-2419-48E8-AC63-5F35F8F4894B,0,2.970854,0,58.0,1600,9.965784,4700,11,4761,19
-63113817600,2022-02-19T21:46:49,741426606.4,27C0418D-5E68-41D6-B8EE-AEE55732716B,0,6.0,0,25.0,400,3.70044,5350,9,6108,23
-63113817600,2023-09-02T16:18:31.437,741426607.6,4CA8EE07-6549-4715-8F43-B2189D3581B0,0,2.970854,1,35.0,800,8.321928,3800,14,4516,18
-63113817600,2022-05-27T17:37:17,741426614.3,116FB8AA-5672-4CBC-B9A6-6B6105F1C997,0,4.33985,0,70.0,100,10.965784,5350,10,5776,4
-63113817600,2024-01-28T16:36:19.80,741426608.1,15EAF6A9-3FC5-4E1E-A4F0-D1A3903A267A,0,2.970854,0,35.0,400,9.321928,4500,-3,6942,2
-63113817600,2023-10-07T15:18:29.40,741426607.8,0B628C1A-FE5D-498C-876F-58653AE685AC,0,1.695994,0,85.0,100,10.965784,6822,-5,5838,4
-63113817600,2023-06-19T19:37:24.63,741426607.3,02273544-C856-47E1-9A32-F338316B9603,0,4.0,1,50.0,1600,7.643856,5000,25,5496,6
-63113817600,2023-12-10T16:00:14.14,741426607.9,4B2E4046-72D2-40A1-9F8D-4D3FCD339D36,0,2.275007,0,35.0,2000,7.965784,3800,13,7597,1
-63113817600,2023-06-09T19:43:59.00,741426607.2,2180BBD0-4947-4B51-92BD-D4DEACF96A88,0,3.61471,1,50.0,800,6.965784,4600,15,5496,6
-63113817600,2022-06-11T15:05:38.47,741426606.5,09004859-E67A-4074-B87C-F06300412555,0,2.970854,1,24.0,1000,8.321928,4150,-3,4757,6
-63113817600,2022-07-11T21:05:24,741426606.6,01B4DEB2-BA49-45EB-B557-740F1AD99BDF,0,3.356144,0,28.0,320,9.321928,5658,14,5379,11
-63113817600,2024-01-14T18:25:20.45,741426614.4,0B6B73F6-5D76-455A-B8D6-F88DF2700C87,0,2.970854,1,70.0,200,7.965784,4900,7,6317,4
-63113817600,2023-11-18T18:50:48.59,741426607.9,5196D14C-399A-469F-A887-2B76A08DFDE6,0,2.0,1,35.0,2000,7.643856,3800,2,5980,4
-63113817600,2023-05-28T16:15:09.28,741426607.1,214DEB3A-6390-49C1-962C-4BBCA5047C06,0,4.33985,0,24.0,250,8.965784,6282,15,5803,8
-63113817600,2023-10-14T16:52:04,741426607.8,59D92C5E-804A-4BDF-8A23-C177778F2A7F,0,4.33985,0,35.0,400,7.965784,5150,4,5256,11
-63113817600,2024-01-06T10:52:30.31,741426608.0,5A275076-0AB9-4312-9710-0131D8C1448E,0,2.0,0,56.0,320,6.965784,5747,6,6071,4
-63113817600,2023-11-12T17:09:15.94,741426607.9,26FC571B-E7C4-447D-9355-9F5A838AA057,0,3.61471,0,24.0,640,8.643856,5995,11,6112,10
-63113817600,2022-06-12T20:49:07.12,741426606.5,230593DA-8E6B-421B-837F-3A94DE939E50,0,1.695994,0,85.0,1000,7.321928,2700,0,3146,10
-63113817600,2022-08-29T17:43:00.064,741426606.6,1E5E3424-B372-408F-BC3B-1993FA2DA737,0,4.0,0,59.0,640,10.287712,6017,12,5202,7
-63113817600,2023-12-16T19:13:09.85,741426607.9,27E42EA8-07EC-4092-A0CB-A5799301E43D,0,2.970854,1,35.0,1600,7.965784,4306,6,7597,1
-63113817600,2023-10-21T13:24:24,741426607.8,082F186F-6039-4791-834E-BC3071229965,0,2.970854,0,30.0,100,7.965784,5446,14,5699,6
-63113817600,2023-09-18T13:03:43.40,741426607.7,2EEE70D8-9190-427D-8B54-1F4194A1EE48,0,1.695994,0,85.0,200,8.321928,4700,-1,5695,-10
